timestamp,shortwave_radiation,direct_normal_irradiance,wind_speed_10m,wind_speed_100m
2025-01-01 00:00:00+00:00,0.0,0.0,26.8,45.3
2025-01-01 01:00:00+00:00,0.0,0.0,27.1,46.0
2025-01-01 02:00:00+00:00,0.0,0.0,27.5,46.6
2025-01-01 03:00:00+00:00,0.0,0.0,28.2,47.7
2025-01-01 04:00:00+00:00,0.0,0.0,28.9,48.2
2025-01-01 05:00:00+00:00,0.0,0.0,28.7,48.4
2025-01-01 06:00:00+00:00,0.0,0.0,28.7,48.3
2025-01-01 07:00:00+00:00,0.0,0.0,29.3,48.5
2025-01-01 08:00:00+00:00,0.0,0.0,29.0,47.9
2025-01-01 09:00:00+00:00,0.0,0.0,28.6,47.5
2025-01-01 10:00:00+00:00,0.0,0.0,30.1,50.7
2025-01-01 11:00:00+00:00,11.0,0.0,30.7,50.0
2025-01-01 12:00:00+00:00,32.0,0.0,31.7,52.7
2025-01-01 13:00:00+00:00,36.0,0.0,33.1,54.8
2025-01-01 14:00:00+00:00,42.0,0.0,33.1,54.8
2025-01-01 15:00:00+00:00,34.0,0.0,33.8,56.0
2025-01-01 16:00:00+00:00,23.0,0.0,33.4,56.0
2025-01-01 17:00:00+00:00,12.0,0.0,32.9,56.2
2025-01-01 18:00:00+00:00,2.0,0.0,29.8,54.8
2025-01-01 19:00:00+00:00,0.0,0.0,30.3,55.6
2025-01-01 20:00:00+00:00,0.0,0.0,28.8,52.9
2025-01-01 21:00:00+00:00,0.0,0.0,28.7,50.0
2025-01-01 22:00:00+00:00,0.0,0.0,17.3,29.4
2025-01-01 23:00:00+00:00,0.0,0.0,17.4,30.2
2025-01-02 00:00:00+00:00,0.0,0.0,13.5,22.5
2025-01-02 01:00:00+00:00,0.0,0.0,13.8,24.2
2025-01-02 02:00:00+00:00,0.0,0.0,15.3,25.7
2025-01-02 03:00:00+00:00,0.0,0.0,16.0,26.0
2025-01-02 04:00:00+00:00,0.0,0.0,14.1,23.7
2025-01-02 05:00:00+00:00,0.0,0.0,13.1,22.5
2025-01-02 06:00:00+00:00,0.0,0.0,13.2,23.3
2025-01-02 07:00:00+00:00,0.0,0.0,11.1,21.2
2025-01-02 08:00:00+00:00,0.0,0.0,10.6,19.1
2025-01-02 09:00:00+00:00,0.0,0.0,9.1,17.1
2025-01-02 10:00:00+00:00,0.0,0.0,6.7,16.5
2025-01-02 11:00:00+00:00,39.0,224.5,7.0,13.0
2025-01-02 12:00:00+00:00,139.0,504.7,6.5,14.9
2025-01-02 13:00:00+00:00,203.0,581.5,8.2,12.4
2025-01-02 14:00:00+00:00,218.0,538.4,10.3,14.6
2025-01-02 15:00:00+00:00,208.0,529.6,9.4,14.9
2025-01-02 16:00:00+00:00,143.0,383.6,10.0,16.0
2025-01-02 17:00:00+00:00,92.0,367.1,10.0,19.3
2025-01-02 18:00:00+00:00,15.0,126.3,7.4,19.5
2025-01-02 19:00:00+00:00,0.0,0.0,9.3,22.0
2025-01-02 20:00:00+00:00,0.0,0.0,8.4,20.6
2025-01-02 21:00:00+00:00,0.0,0.0,8.6,21.5
2025-01-02 22:00:00+00:00,0.0,0.0,9.6,22.3
2025-01-02 23:00:00+00:00,0.0,0.0,10.4,24.2
2025-01-03 00:00:00+00:00,0.0,0.0,11.3,25.3
2025-01-03 01:00:00+00:00,0.0,0.0,10.3,23.7
2025-01-03 02:00:00+00:00,0.0,0.0,11.2,24.8
2025-01-03 03:00:00+00:00,0.0,0.0,12.6,26.1
2025-01-03 04:00:00+00:00,0.0,0.0,13.0,27.3
2025-01-03 05:00:00+00:00,0.0,0.0,13.3,27.6
2025-01-03 06:00:00+00:00,0.0,0.0,13.0,27.2
2025-01-03 07:00:00+00:00,0.0,0.0,13.0,26.9
2025-01-03 08:00:00+00:00,0.0,0.0,13.7,28.3
2025-01-03 09:00:00+00:00,0.0,0.0,13.5,28.4
2025-01-03 10:00:00+00:00,1.0,0.0,13.9,28.9
2025-01-03 11:00:00+00:00,51.0,347.6,15.4,28.6
2025-01-03 12:00:00+00:00,142.0,530.4,13.9,32.5
2025-01-03 13:00:00+00:00,221.0,680.5,15.4,25.0
2025-01-03 14:00:00+00:00,258.0,734.5,15.5,24.0
2025-01-03 15:00:00+00:00,144.0,179.1,13.8,22.2
2025-01-03 16:00:00+00:00,54.0,0.0,12.7,21.1
2025-01-03 17:00:00+00:00,79.0,252.8,13.6,24.0
2025-01-03 18:00:00+00:00,14.0,88.2,13.6,26.5
2025-01-03 19:00:00+00:00,0.0,0.0,13.9,27.6
2025-01-03 20:00:00+00:00,0.0,0.0,12.9,27.2
2025-01-03 21:00:00+00:00,0.0,0.0,12.2,26.7
2025-01-03 22:00:00+00:00,0.0,0.0,11.7,25.4
2025-01-03 23:00:00+00:00,0.0,0.0,11.2,24.3
2025-01-04 00:00:00+00:00,0.0,0.0,10.6,23.3
2025-01-04 01:00:00+00:00,0.0,0.0,9.9,21.8
2025-01-04 02:00:00+00:00,0.0,0.0,9.8,21.7
2025-01-04 03:00:00+00:00,0.0,0.0,9.5,21.7
2025-01-04 04:00:00+00:00,0.0,0.0,9.4,21.8
2025-01-04 05:00:00+00:00,0.0,0.0,10.2,22.1
2025-01-04 06:00:00+00:00,0.0,0.0,10.4,22.4
2025-01-04 07:00:00+00:00,0.0,0.0,8.9,21.0
2025-01-04 08:00:00+00:00,0.0,0.0,9.5,21.5
2025-01-04 09:00:00+00:00,0.0,0.0,10.3,22.5
2025-01-04 10:00:00+00:00,0.0,0.0,10.3,22.4
2025-01-04 11:00:00+00:00,33.0,24.7,10.4,20.6
2025-01-04 12:00:00+00:00,105.0,106.6,9.1,19.7
2025-01-04 13:00:00+00:00,133.0,52.7,8.7,14.5
2025-01-04 14:00:00+00:00,130.0,25.2,8.6,13.4
2025-01-04 15:00:00+00:00,137.0,33.3,8.2,12.4
2025-01-04 16:00:00+00:00,103.0,44.8,6.9,10.5
2025-01-04 17:00:00+00:00,57.0,21.3,4.4,10.3
2025-01-04 18:00:00+00:00,12.0,0.0,4.8,12.5
2025-01-04 19:00:00+00:00,0.0,0.0,6.1,16.7
2025-01-04 20:00:00+00:00,0.0,0.0,7.4,18.4
2025-01-04 21:00:00+00:00,0.0,0.0,8.9,20.4
2025-01-04 22:00:00+00:00,0.0,0.0,9.4,20.5
2025-01-04 23:00:00+00:00,0.0,0.0,9.7,20.0
2025-01-05 00:00:00+00:00,0.0,0.0,11.7,22.7
2025-01-05 01:00:00+00:00,0.0,0.0,12.0,23.1
2025-01-05 02:00:00+00:00,0.0,0.0,12.2,22.6
2025-01-05 03:00:00+00:00,0.0,0.0,12.7,22.7
2025-01-05 04:00:00+00:00,0.0,0.0,13.2,23.3
2025-01-05 05:00:00+00:00,0.0,0.0,16.3,28.1
2025-01-05 06:00:00+00:00,0.0,0.0,15.1,26.5
2025-01-05 07:00:00+00:00,0.0,0.0,11.4,20.8
2025-01-05 08:00:00+00:00,0.0,0.0,13.0,23.9
2025-01-05 09:00:00+00:00,0.0,0.0,10.8,21.7
2025-01-05 10:00:00+00:00,0.0,0.0,7.8,22.6
2025-01-05 11:00:00+00:00,5.0,0.0,27.0,47.6
2025-01-05 12:00:00+00:00,20.0,0.0,28.6,49.4
2025-01-05 13:00:00+00:00,24.0,0.0,31.0,52.5
2025-01-05 14:00:00+00:00,34.0,0.0,30.5,51.1
2025-01-05 15:00:00+00:00,26.0,0.0,29.7,50.3
2025-01-05 16:00:00+00:00,23.0,0.0,29.7,49.7
2025-01-05 17:00:00+00:00,14.0,0.0,28.1,47.4
2025-01-05 18:00:00+00:00,4.0,0.0,26.1,44.7
2025-01-05 19:00:00+00:00,0.0,0.0,25.0,43.2
2025-01-05 20:00:00+00:00,0.0,0.0,27.8,47.5
2025-01-05 21:00:00+00:00,0.0,0.0,28.0,47.9
2025-01-05 22:00:00+00:00,0.0,0.0,27.7,47.4
2025-01-05 23:00:00+00:00,0.0,0.0,27.4,46.4
2025-01-06 00:00:00+00:00,0.0,0.0,27.9,48.2
2025-01-06 01:00:00+00:00,0.0,0.0,27.9,48.6
2025-01-06 02:00:00+00:00,0.0,0.0,28.4,48.9
2025-01-06 03:00:00+00:00,0.0,0.0,27.9,47.5
2025-01-06 04:00:00+00:00,0.0,0.0,27.0,46.1
2025-01-06 05:00:00+00:00,0.0,0.0,28.4,48.1
2025-01-06 06:00:00+00:00,0.0,0.0,28.5,48.7
2025-01-06 07:00:00+00:00,0.0,0.0,28.8,49.2
2025-01-06 08:00:00+00:00,0.0,0.0,28.9,49.7
2025-01-06 09:00:00+00:00,0.0,0.0,30.1,51.3
2025-01-06 10:00:00+00:00,0.0,0.0,32.4,54.6
2025-01-06 11:00:00+00:00,19.0,0.0,33.4,55.6
2025-01-06 12:00:00+00:00,49.0,0.0,31.6,52.2
2025-01-06 13:00:00+00:00,105.0,36.0,34.3,56.4
2025-01-06 14:00:00+00:00,45.0,0.0,38.6,62.2
2025-01-06 15:00:00+00:00,42.0,0.0,38.0,61.1
2025-01-06 16:00:00+00:00,52.0,0.0,35.0,56.7
2025-01-06 17:00:00+00:00,78.0,198.9,29.9,48.7
2025-01-06 18:00:00+00:00,19.0,131.8,26.9,45.1
2025-01-06 19:00:00+00:00,0.0,0.0,24.5,41.9
2025-01-06 20:00:00+00:00,0.0,0.0,23.3,40.4
2025-01-06 21:00:00+00:00,0.0,0.0,22.3,38.5
2025-01-06 22:00:00+00:00,0.0,0.0,20.4,35.1
2025-01-06 23:00:00+00:00,0.0,0.0,20.6,35.4
2025-01-07 00:00:00+00:00,0.0,0.0,19.8,34.0
2025-01-07 01:00:00+00:00,0.0,0.0,19.6,34.2
2025-01-07 02:00:00+00:00,0.0,0.0,20.1,35.3
2025-01-07 03:00:00+00:00,0.0,0.0,20.3,35.4
2025-01-07 04:00:00+00:00,0.0,0.0,19.1,33.3
2025-01-07 05:00:00+00:00,0.0,0.0,20.1,34.8
2025-01-07 06:00:00+00:00,0.0,0.0,20.2,35.0
2025-01-07 07:00:00+00:00,0.0,0.0,19.4,33.5
2025-01-07 08:00:00+00:00,0.0,0.0,20.2,35.3
2025-01-07 09:00:00+00:00,0.0,0.0,19.2,33.3
2025-01-07 10:00:00+00:00,1.0,0.0,18.3,32.7
2025-01-07 11:00:00+00:00,54.0,386.2,18.1,32.1
2025-01-07 12:00:00+00:00,149.0,577.0,14.8,25.0
2025-01-07 13:00:00+00:00,230.0,712.0,21.0,33.3
2025-01-07 14:00:00+00:00,177.0,179.8,17.6,27.9
2025-01-07 15:00:00+00:00,128.0,47.0,17.2,27.5
2025-01-07 16:00:00+00:00,85.0,69.5,14.4,24.8
2025-01-07 17:00:00+00:00,33.0,0.0,20.1,34.4
2025-01-07 18:00:00+00:00,18.0,96.6,19.7,35.1
2025-01-07 19:00:00+00:00,0.0,0.0,19.4,34.5
2025-01-07 20:00:00+00:00,0.0,0.0,16.0,29.6
2025-01-07 21:00:00+00:00,0.0,0.0,15.2,29.5
2025-01-07 22:00:00+00:00,0.0,0.0,17.1,31.9
2025-01-07 23:00:00+00:00,0.0,0.0,16.7,32.4
2025-01-08 00:00:00+00:00,0.0,0.0,16.5,32.3
2025-01-08 01:00:00+00:00,0.0,0.0,15.3,30.8
2025-01-08 02:00:00+00:00,0.0,0.0,14.0,29.6
2025-01-08 03:00:00+00:00,0.0,0.0,14.2,28.2
2025-01-08 04:00:00+00:00,0.0,0.0,14.3,29.1
2025-01-08 05:00:00+00:00,0.0,0.0,13.7,28.8
2025-01-08 06:00:00+00:00,0.0,0.0,13.0,28.1
2025-01-08 07:00:00+00:00,0.0,0.0,10.9,25.0
2025-01-08 08:00:00+00:00,0.0,0.0,11.0,24.3
2025-01-08 09:00:00+00:00,0.0,0.0,12.2,25.7
2025-01-08 10:00:00+00:00,1.0,0.0,11.1,24.5
2025-01-08 11:00:00+00:00,43.0,95.7,12.5,24.4
2025-01-08 12:00:00+00:00,97.0,59.9,7.7,20.8
2025-01-08 13:00:00+00:00,140.0,79.0,8.5,14.8
2025-01-08 14:00:00+00:00,93.0,3.5,6.3,11.8
2025-01-08 15:00:00+00:00,124.0,14.3,4.2,5.9
2025-01-08 16:00:00+00:00,66.0,4.3,5.4,8.3
2025-01-08 17:00:00+00:00,23.0,0.0,6.6,13.7
2025-01-08 18:00:00+00:00,4.0,0.0,8.2,18.0
2025-01-08 19:00:00+00:00,0.0,0.0,9.8,16.3
2025-01-08 20:00:00+00:00,0.0,0.0,12.3,23.4
2025-01-08 21:00:00+00:00,0.0,0.0,16.3,28.4
2025-01-08 22:00:00+00:00,0.0,0.0,16.7,30.8
2025-01-08 23:00:00+00:00,0.0,0.0,17.7,31.6
2025-01-09 00:00:00+00:00,0.0,0.0,16.5,29.4
2025-01-09 01:00:00+00:00,0.0,0.0,16.0,28.8
2025-01-09 02:00:00+00:00,0.0,0.0,12.5,23.2
2025-01-09 03:00:00+00:00,0.0,0.0,12.3,23.2
2025-01-09 04:00:00+00:00,0.0,0.0,12.1,22.0
2025-01-09 05:00:00+00:00,0.0,0.0,12.5,23.0
2025-01-09 06:00:00+00:00,0.0,0.0,12.3,23.5
2025-01-09 07:00:00+00:00,0.0,0.0,12.5,23.1
2025-01-09 08:00:00+00:00,0.0,0.0,12.1,22.4
2025-01-09 09:00:00+00:00,0.0,0.0,15.5,27.3
2025-01-09 10:00:00+00:00,0.0,0.0,15.3,27.3
2025-01-09 11:00:00+00:00,13.0,0.0,11.7,22.1
2025-01-09 12:00:00+00:00,49.0,0.0,7.4,17.0
2025-01-09 13:00:00+00:00,106.0,0.0,8.9,18.1
2025-01-09 14:00:00+00:00,203.0,128.5,9.3,18.5
2025-01-09 15:00:00+00:00,236.0,437.2,11.9,24.2
2025-01-09 16:00:00+00:00,135.0,131.5,13.4,25.8
2025-01-09 17:00:00+00:00,92.0,136.3,12.9,27.0
2025-01-09 18:00:00+00:00,28.0,214.8,13.3,29.2
2025-01-09 19:00:00+00:00,0.0,0.0,13.2,29.7
2025-01-09 20:00:00+00:00,0.0,0.0,16.0,33.0
2025-01-09 21:00:00+00:00,0.0,0.0,16.4,32.4
2025-01-09 22:00:00+00:00,0.0,0.0,15.9,31.7
2025-01-09 23:00:00+00:00,0.0,0.0,15.5,32.0
2025-01-10 00:00:00+00:00,0.0,0.0,16.2,32.5
2025-01-10 01:00:00+00:00,0.0,0.0,16.5,32.1
2025-01-10 02:00:00+00:00,0.0,0.0,15.8,31.1
2025-01-10 03:00:00+00:00,0.0,0.0,16.5,31.9
2025-01-10 04:00:00+00:00,0.0,0.0,14.7,29.6
2025-01-10 05:00:00+00:00,0.0,0.0,15.4,29.8
2025-01-10 06:00:00+00:00,0.0,0.0,13.4,28.4
2025-01-10 07:00:00+00:00,0.0,0.0,11.9,26.0
2025-01-10 08:00:00+00:00,0.0,0.0,11.3,25.3
2025-01-10 09:00:00+00:00,0.0,0.0,10.8,23.6
2025-01-10 10:00:00+00:00,1.0,0.0,10.8,23.5
2025-01-10 11:00:00+00:00,57.0,375.0,9.3,23.3
2025-01-10 12:00:00+00:00,157.0,588.3,7.2,24.1
2025-01-10 13:00:00+00:00,236.0,695.6,8.5,21.3
2025-01-10 14:00:00+00:00,275.0,736.9,8.3,16.8
2025-01-10 15:00:00+00:00,263.0,725.3,8.3,13.8
2025-01-10 16:00:00+00:00,212.0,675.0,7.9,12.7
2025-01-10 17:00:00+00:00,120.0,515.7,7.5,16.5
2025-01-10 18:00:00+00:00,27.0,209.5,7.2,18.7
2025-01-10 19:00:00+00:00,0.0,0.0,6.8,17.9
2025-01-10 20:00:00+00:00,0.0,0.0,6.9,17.9
2025-01-10 21:00:00+00:00,0.0,0.0,7.7,19.7
2025-01-10 22:00:00+00:00,0.0,0.0,7.6,19.6
2025-01-10 23:00:00+00:00,0.0,0.0,7.8,19.1
2025-01-11 00:00:00+00:00,0.0,0.0,7.1,18.1
2025-01-11 01:00:00+00:00,0.0,0.0,8.0,19.3
2025-01-11 02:00:00+00:00,0.0,0.0,7.6,18.9
2025-01-11 03:00:00+00:00,0.0,0.0,6.2,17.7
2025-01-11 04:00:00+00:00,0.0,0.0,5.5,17.1
2025-01-11 05:00:00+00:00,0.0,0.0,8.9,16.3
2025-01-11 06:00:00+00:00,0.0,0.0,10.1,21.1
2025-01-11 07:00:00+00:00,0.0,0.0,9.5,16.1
2025-01-11 08:00:00+00:00,0.0,0.0,7.8,14.1
2025-01-11 09:00:00+00:00,0.0,0.0,6.2,10.2
2025-01-11 10:00:00+00:00,1.0,0.0,4.7,6.7
2025-01-11 11:00:00+00:00,33.0,23.2,4.6,5.4
2025-01-11 12:00:00+00:00,83.0,31.8,5.1,6.2
2025-01-11 13:00:00+00:00,126.0,96.3,5.5,7.5
2025-01-11 14:00:00+00:00,163.0,109.2,5.7,7.6
2025-01-11 15:00:00+00:00,164.0,129.0,6.5,8.3
2025-01-11 16:00:00+00:00,150.0,219.5,7.1,9.0
2025-01-11 17:00:00+00:00,93.0,187.3,7.0,11.7
2025-01-11 18:00:00+00:00,25.0,131.4,7.1,16.8
2025-01-11 19:00:00+00:00,0.0,0.0,9.0,19.9
2025-01-11 20:00:00+00:00,0.0,0.0,9.4,20.2
2025-01-11 21:00:00+00:00,0.0,0.0,9.3,19.1
2025-01-11 22:00:00+00:00,0.0,0.0,9.9,19.8
2025-01-11 23:00:00+00:00,0.0,0.0,8.2,18.2
2025-01-12 00:00:00+00:00,0.0,0.0,7.1,15.8
2025-01-12 01:00:00+00:00,0.0,0.0,5.0,13.5
2025-01-12 02:00:00+00:00,0.0,0.0,3.2,9.5
2025-01-12 03:00:00+00:00,0.0,0.0,5.2,12.8
2025-01-12 04:00:00+00:00,0.0,0.0,5.0,13.2
2025-01-12 05:00:00+00:00,0.0,0.0,5.1,13.2
2025-01-12 06:00:00+00:00,0.0,0.0,4.3,11.3
2025-01-12 07:00:00+00:00,0.0,0.0,3.2,9.5
2025-01-12 08:00:00+00:00,0.0,0.0,2.3,6.3
2025-01-12 09:00:00+00:00,0.0,0.0,2.1,5.0
2025-01-12 10:00:00+00:00,0.0,0.0,2.8,2.9
2025-01-12 11:00:00+00:00,24.0,34.3,5.1,5.4
2025-01-12 12:00:00+00:00,71.0,52.4,5.3,7.4
2025-01-12 13:00:00+00:00,116.0,84.0,5.5,9.8
2025-01-12 14:00:00+00:00,120.0,30.4,3.8,11.1
2025-01-12 15:00:00+00:00,184.0,269.2,2.7,10.4
2025-01-12 16:00:00+00:00,160.0,339.3,2.4,6.3
2025-01-12 17:00:00+00:00,112.0,385.5,2.8,6.3
2025-01-12 18:00:00+00:00,29.0,185.0,4.1,8.7
2025-01-12 19:00:00+00:00,0.0,0.0,5.1,12.2
2025-01-12 20:00:00+00:00,0.0,0.0,5.7,14.7
2025-01-12 21:00:00+00:00,0.0,0.0,5.5,16.3
2025-01-12 22:00:00+00:00,0.0,0.0,5.8,16.4
2025-01-12 23:00:00+00:00,0.0,0.0,4.0,12.6
2025-01-13 00:00:00+00:00,0.0,0.0,2.9,9.9
2025-01-13 01:00:00+00:00,0.0,0.0,3.9,9.2
2025-01-13 02:00:00+00:00,0.0,0.0,3.7,10.6
2025-01-13 03:00:00+00:00,0.0,0.0,4.5,8.6
2025-01-13 04:00:00+00:00,0.0,0.0,4.6,10.8
2025-01-13 05:00:00+00:00,0.0,0.0,5.5,14.2
2025-01-13 06:00:00+00:00,0.0,0.0,4.8,12.1
2025-01-13 07:00:00+00:00,0.0,0.0,4.7,9.3
2025-01-13 08:00:00+00:00,0.0,0.0,4.4,8.4
2025-01-13 09:00:00+00:00,0.0,0.0,3.5,7.3
2025-01-13 10:00:00+00:00,1.0,0.0,2.3,5.0
2025-01-13 11:00:00+00:00,60.0,380.3,4.3,5.6
2025-01-13 12:00:00+00:00,162.0,595.4,3.4,6.8
2025-01-13 13:00:00+00:00,243.0,707.2,2.4,6.0
2025-01-13 14:00:00+00:00,284.0,754.1,4.1,5.9
2025-01-13 15:00:00+00:00,278.0,751.6,6.9,10.1
2025-01-13 16:00:00+00:00,227.0,710.2,5.0,7.3
2025-01-13 17:00:00+00:00,139.0,587.7,2.2,5.9
2025-01-13 18:00:00+00:00,37.0,291.4,2.9,7.7
2025-01-13 19:00:00+00:00,0.0,0.0,2.7,7.3
2025-01-13 20:00:00+00:00,0.0,0.0,4.4,9.9
2025-01-13 21:00:00+00:00,0.0,0.0,6.0,11.7
2025-01-13 22:00:00+00:00,0.0,0.0,5.0,13.0
2025-01-13 23:00:00+00:00,0.0,0.0,5.1,13.3
2025-01-14 00:00:00+00:00,0.0,0.0,5.1,13.6
2025-01-14 01:00:00+00:00,0.0,0.0,5.0,13.7
2025-01-14 02:00:00+00:00,0.0,0.0,5.8,15.2
2025-01-14 03:00:00+00:00,0.0,0.0,7.3,20.5
2025-01-14 04:00:00+00:00,0.0,0.0,6.9,20.6
2025-01-14 05:00:00+00:00,0.0,0.0,6.0,18.0
2025-01-14 06:00:00+00:00,0.0,0.0,5.7,17.2
2025-01-14 07:00:00+00:00,0.0,0.0,7.0,19.5
2025-01-14 08:00:00+00:00,0.0,0.0,8.5,22.0
2025-01-14 09:00:00+00:00,0.0,0.0,9.3,23.0
2025-01-14 10:00:00+00:00,2.0,0.0,10.3,23.5
2025-01-14 11:00:00+00:00,44.0,76.6,11.5,28.1
2025-01-14 12:00:00+00:00,155.0,527.0,9.9,26.4
2025-01-14 13:00:00+00:00,211.0,550.5,8.0,14.2
2025-01-14 14:00:00+00:00,218.0,431.5,8.7,16.1
2025-01-14 15:00:00+00:00,179.0,348.1,10.1,19.7
2025-01-14 16:00:00+00:00,144.0,270.8,9.4,19.0
2025-01-14 17:00:00+00:00,92.0,235.0,10.8,22.1
2025-01-14 18:00:00+00:00,31.0,175.8,7.4,19.8
2025-01-14 19:00:00+00:00,0.0,0.0,8.9,21.6
2025-01-14 20:00:00+00:00,0.0,0.0,10.1,22.4
2025-01-14 21:00:00+00:00,0.0,0.0,10.6,21.7
2025-01-14 22:00:00+00:00,0.0,0.0,9.7,20.7
2025-01-14 23:00:00+00:00,0.0,0.0,10.4,21.9
2025-01-15 00:00:00+00:00,0.0,0.0,9.4,21.0
2025-01-15 01:00:00+00:00,0.0,0.0,7.7,17.9
2025-01-15 02:00:00+00:00,0.0,0.0,8.3,18.5
2025-01-15 03:00:00+00:00,0.0,0.0,7.0,14.2
2025-01-15 04:00:00+00:00,0.0,0.0,8.1,15.8
2025-01-15 05:00:00+00:00,0.0,0.0,7.2,14.6
2025-01-15 06:00:00+00:00,0.0,0.0,8.1,15.5
2025-01-15 07:00:00+00:00,0.0,0.0,7.6,15.7
2025-01-15 08:00:00+00:00,0.0,0.0,6.5,14.4
2025-01-15 09:00:00+00:00,0.0,0.0,3.9,11.4
2025-01-15 10:00:00+00:00,0.0,0.0,4.1,9.6
2025-01-15 11:00:00+00:00,16.0,0.0,4.5,8.0
2025-01-15 12:00:00+00:00,44.0,5.1,3.9,5.0
2025-01-15 13:00:00+00:00,104.0,89.0,5.4,5.8
2025-01-15 14:00:00+00:00,98.0,39.4,4.7,6.2
2025-01-15 15:00:00+00:00,84.0,10.0,3.8,4.9
2025-01-15 16:00:00+00:00,55.0,7.9,3.3,4.9
2025-01-15 17:00:00+00:00,48.0,34.5,3.5,6.1
2025-01-15 18:00:00+00:00,12.0,13.2,2.0,6.7
2025-01-15 19:00:00+00:00,0.0,0.0,0.8,5.7
2025-01-15 20:00:00+00:00,0.0,0.0,0.5,4.3
2025-01-15 21:00:00+00:00,0.0,0.0,0.5,4.1
2025-01-15 22:00:00+00:00,0.0,0.0,2.7,6.7
2025-01-15 23:00:00+00:00,0.0,0.0,6.4,10.7
2025-01-16 00:00:00+00:00,0.0,0.0,6.2,10.5
2025-01-16 01:00:00+00:00,0.0,0.0,5.5,7.4
2025-01-16 02:00:00+00:00,0.0,0.0,4.9,2.7
2025-01-16 03:00:00+00:00,0.0,0.0,1.6,4.4
2025-01-16 04:00:00+00:00,0.0,0.0,1.9,3.7
2025-01-16 05:00:00+00:00,0.0,0.0,5.4,8.8
2025-01-16 06:00:00+00:00,0.0,0.0,7.0,12.9
2025-01-16 07:00:00+00:00,0.0,0.0,4.8,10.0
2025-01-16 08:00:00+00:00,0.0,0.0,3.0,5.3
2025-01-16 09:00:00+00:00,0.0,0.0,5.6,7.4
2025-01-16 10:00:00+00:00,1.0,0.0,5.4,8.1
2025-01-16 11:00:00+00:00,24.0,20.9,4.9,8.8
2025-01-16 12:00:00+00:00,55.0,20.0,4.4,8.1
2025-01-16 13:00:00+00:00,104.0,22.0,6.0,9.1
2025-01-16 14:00:00+00:00,182.0,237.5,6.6,9.1
2025-01-16 15:00:00+00:00,112.0,9.9,7.5,10.6
2025-01-16 16:00:00+00:00,103.0,62.0,7.7,10.8
2025-01-16 17:00:00+00:00,70.0,28.2,7.7,10.7
2025-01-16 18:00:00+00:00,23.0,0.0,5.4,10.0
2025-01-16 19:00:00+00:00,0.0,0.0,2.7,7.2
2025-01-16 20:00:00+00:00,0.0,0.0,3.8,9.0
2025-01-16 21:00:00+00:00,0.0,0.0,4.0,10.9
2025-01-16 22:00:00+00:00,0.0,0.0,3.3,9.2
2025-01-16 23:00:00+00:00,0.0,0.0,3.0,8.0
2025-01-17 00:00:00+00:00,0.0,0.0,3.5,8.5
2025-01-17 01:00:00+00:00,0.0,0.0,3.2,8.9
2025-01-17 02:00:00+00:00,0.0,0.0,4.0,9.9
2025-01-17 03:00:00+00:00,0.0,0.0,3.7,7.3
2025-01-17 04:00:00+00:00,0.0,0.0,2.6,4.5
2025-01-17 05:00:00+00:00,0.0,0.0,2.4,2.1
2025-01-17 06:00:00+00:00,0.0,0.0,2.7,3.4
2025-01-17 07:00:00+00:00,0.0,0.0,3.2,4.2
2025-01-17 08:00:00+00:00,0.0,0.0,2.9,4.5
2025-01-17 09:00:00+00:00,0.0,0.0,2.0,3.1
2025-01-17 10:00:00+00:00,1.0,0.0,0.8,0.9
2025-01-17 11:00:00+00:00,32.0,20.4,1.5,1.7
2025-01-17 12:00:00+00:00,79.0,24.6,2.4,2.3
2025-01-17 13:00:00+00:00,116.0,32.7,2.6,2.3
2025-01-17 14:00:00+00:00,149.0,99.8,3.2,2.9
2025-01-17 15:00:00+00:00,127.0,36.0,0.8,0.6
2025-01-17 16:00:00+00:00,90.0,19.1,2.4,3.0
2025-01-17 17:00:00+00:00,51.0,0.0,3.8,4.7
2025-01-17 18:00:00+00:00,14.0,0.0,5.5,6.6
2025-01-17 19:00:00+00:00,0.0,0.0,5.2,6.9
2025-01-17 20:00:00+00:00,0.0,0.0,4.0,5.1
2025-01-17 21:00:00+00:00,0.0,0.0,3.8,4.8
2025-01-17 22:00:00+00:00,0.0,0.0,4.0,4.9
2025-01-17 23:00:00+00:00,0.0,0.0,4.2,5.2
2025-01-18 00:00:00+00:00,0.0,0.0,4.6,6.2
2025-01-18 01:00:00+00:00,0.0,0.0,5.1,7.2
2025-01-18 02:00:00+00:00,0.0,0.0,5.1,6.9
2025-01-18 03:00:00+00:00,0.0,0.0,5.9,8.3
2025-01-18 04:00:00+00:00,0.0,0.0,5.9,8.1
2025-01-18 05:00:00+00:00,0.0,0.0,5.8,8.5
2025-01-18 06:00:00+00:00,0.0,0.0,5.1,8.1
2025-01-18 07:00:00+00:00,0.0,0.0,4.4,6.4
2025-01-18 08:00:00+00:00,0.0,0.0,3.8,5.8
2025-01-18 09:00:00+00:00,0.0,0.0,5.6,7.2
2025-01-18 10:00:00+00:00,1.0,0.0,6.7,9.1
2025-01-18 11:00:00+00:00,27.0,39.8,7.7,10.4
2025-01-18 12:00:00+00:00,71.0,29.1,7.8,10.2
2025-01-18 13:00:00+00:00,96.0,21.5,6.3,8.1
